,id,title,date,news_url,paragraph,source,category
18,19,增/雙北/相關/感染源/明,2022-04-12 16:32,/news/story/120940/6233716?from=udn-catebreaknews_ch2,CDC/公布/新增/市長/說/有/移出/個案/實際/雙/相關/的確/診案例/共/有確診者/假/家族/掃墓/的確/診者/有/密切/接觸/另/有/感/源源/明/疫/調/釐清/針對/疫情說明/居家/隔離/人數/人/減少/人/自主/健康/管理/人/增加/人/全市/社區/篩檢/站/也/持續/進行/全市/篩檢/站共/計/篩檢/人/共計/篩檢/人/說/工地/衍生/社區/群聚/相關/有/衍生/到/家庭/群聚/有/原/匡列居/隔/對象/新增/家庭/群聚/相關/共/有/家庭/共/原本/匡列/另/有/家庭/有/新增/工廠/群聚/相關/保險/公司/職場/群聚/相關/表示/雙/相關/的確/診案例/共/IKON/TAIPEI/酒/群聚/衍生/家庭/相關/酒店/相關/確診/個案/衍生/家庭/群聚/假/家族/掃墓/的確/診者/有/密切/接觸/匡列居/隔/PCR/陽性/確診/確診/個案/衍生職場/相關/中山區/職場/相關/職場/衍生/家庭/相關/匡列居/隔/陽性/確診/疫/調/案/歲/女性/進一步/疫/調/案/自行/購買/快篩/試劑/呈/陽性/通報/衛生局/防疫/計程車/載送/醫院/採/確診/送/集中/檢疫所/案/身體/舒服/自行/去/醫院/PCR/採/陽性/確診/案/身體/不適/使用/愛心/快篩/試劑/陽性/經/衛生局/安排/醫院/篩檢/陽性/確診/案/歲/女性/報關/行/從業/人員/疫/調/案/身體/不適/家人/帶到/醫院/PCR/採/陽性/確診/案/學生/自行/快/篩篩結果/呈/陽性/經/PCR/複檢/陽性/確診/案/歲/男性/身體/不適/醫院/採/確診/疫/調,udn,要聞
19,20,要/北北/桃/也/做/類普篩/加發/快篩,2022-04-12 16:34,/news/story/122190/6233723?from=udn-catebreaknews_ch2,國內/疫情/升溫/衛福部長/受訪/表示/先前/效果/不錯/盼/高風險/區域/比照/辦理/市長/說/侯/說/有/篩檢/站/篩檢/量/全國/第一/有意/多/地方/廣播/受訪/提及/北北基桃/風險/比較高/區域/先前/基隆類/普/篩效果/不錯/篩出/人/PCR/陽性/及早/找出/病例/社區/盼/高風險/區域/比照/辦理/說/指揮/中心/發放/快篩/試劑/北北基桃/聯繫/縣市/府/提出計畫/擬定/實施/區域/對象/表示/開始/廣設/篩檢/站/設/全國/最多/篩檢/站/撤/篩檢/量/全國/第一/截/得/篩檢/量/達/包括/專案/篩檢數/也/投下/很多/資源/社區/篩檢/包括/先前/專案/三峽案/發/約/給/師生/家長/侯/說/有意/要/多/快篩/試/劑地方,udn,要聞
20,21,快篩/只/戳/鼻孔/指揮/中心/曝/改用/唾液/篩檢/可能/性,2022-04-12 16:09,/news/story/122190/6233646?from=udn-catebreaknews_ch2,國內/試劑/約/比/各國/貴/立委/要求/儘速組/快篩/國家隊/政院/擬/規畫/徵用/國內外/快篩/試劑/比照/口罩/實名制/推出/單劑/快/篩實名制/另/媒體/也/關心/鼻咽/採/快篩/用/唾液/篩檢/此/指揮/中心/發言人/說/只/要/廠商/送審/經/食藥署/審核/通過/使用/市/售快篩/試劑/約/左右/民眾/抨擊/價格/太高/表示/預估/月底/快/篩價格/降低/到/此/回應/徵/用快/篩部分/持續/進行/希望/月底/壓/低價格/鼻咽/採/需/用長棉/棒/深入/鼻腔/採/檢過程/易/民眾/感到/不適/出現/酸感/流鼻水/流淚/甚至/流鼻血/等/人/期望/唾液/採/取代/現有/鼻咽/採/回應/國內/快篩/試劑/要/上市/銷售/只/要/廠商/送審/到/食/藥署/通過/核/販售/無論/廠商/自行/研發/國/進口/代理/廠商/研發/唾液/快篩/希望/鼓勵/廠商/來/研發/要求/入境/旅客/購買/旅遊/保險/支付/相關/感染/治療/住院/費用/保險/金額/最低/新幣/國/進來/疫情/嚴峻/要求/入境/者/自備/防疫/險/說/入境/防疫/險/主要/依據/法定/傳染病/法/針對/國人/國人/因應/防疫/需要/生病/住院/隔離/費用/公費/付出/國法/令/有/不同,udn,要聞
21,22,出國/返台/隔離/有/可能,2022-04-12 16:33,/news/story/122190/6233722?from=udn-catebreaknews_ch2,出國/回國/隔離/指揮/中心/指揮官/日/答詢/表示/有/可能/性/認為/到/疫情/下降/隔離條件/可能/性/方國家/疫情/差不多/更好/立法院/召開/院/邀請/行政院長/提出/施政/方針/施政/報告/備/質詢/民進黨/立委/詢問/指出/條件/提下/決定/讓/國人/出國/返台/再/進行/隔離/答詢/這有/可能/性/國家/疫情/染疫率/差不多/國人/去/回來/疫情/同水位/基本/沒差/說明/疫情/正/下降/大概/降到/新增/確診/人數/來/管控/好/可能/降到/疫情水平/差不多/比/更好/大概/水/平移/動/也/需要/特別/去/管理/說/疫情風險/差不多/比/低/邊境/管制/滿/自由/風險/相同/開放/方國家/疫情/很嚴重/風險/比較高/規劃/隔離/天數/合理地/往/下降/說明/風險/比較高/國家/降低/檢疫/天數/風險/相同/較低/開放/也/判斷/認為/到/疫情/往/下降/有/變異數/基本/往/下降/趨勢/最後/重述/確認/表示/意思/國人/出國/回國/隔離/期待/表示/有/可能/性,udn,要聞
22,23,自承/提名/機率/低/坦言/想/離開/國民黨,2022-04-12 16:20,/news/story/122682/6233544?from=udn-catebreaknews_ch2,宣布/爭取/市長/選舉/黨/提名/市議員/說/提名/機率/微乎/極微/只有/機率/也/也/坦承/想/離開/國民黨/時間點/國民黨/重返/執政/辦法/黨/弱/離開/宣布/爭取/提名/國民黨/秘書長/表示/徵詢/地方/參考/民調/基本/排除/提名/接受/網路/節目/新聞/芹菜/主持人/專訪/表示/怕/失敗/人/嚴格/來/說/提名/機率/微乎/極微/只有/機率/也/人生/哲學/活/把握/動機/想做/說/政治/生涯/最低/潮/發願/要/選/市長/初選/看起來/定於/決定/大局/重/放下/個人/心願/事/逗點/強調/局面/一樣/人/正式/表態/唯一/表態/要/選/只有/決定/到/走/到處/學習/請益/認為/也/說/一定/要/提名/參選/權利/名/尊重黨/決定/說/做/民調/過去/公布/黨/說服/選/原因/第一/民調/差/第二/地方/議員/認為/很弱/開始/走/看/民調/黨/排名/吊車尾/到/民調/排名/到/第2/表示/找/房子/唯一/考量/價錢/荷包/不深/買/很便宜/房子/戶籍/遷/過去/有/誠意/也/說/想/離開/國民黨/時間點/國民黨/重返/執政/國民黨/有/提攜/恩/辦法/國民黨/弱/離開/野/制衡/力量/很薄弱/力量/瓦解/知道/民主/淪落/到/處境,udn,要聞
23,24,分局/刑警/確診/人/送/證物/入庫/士檢/急清/消,2022-04-12 16:06,/news/story/120940/6233641?from=udn-catebreaknews_ch2,台/警分局/爆/刑警/確診/人/送/證物/到/地檢署/入庫/士檢/接獲/衛生/單位/通報/針對/贓/物庫/全面/消毒/據悉/士檢/接獲/健康中心/通知/有確診者/足跡/出現/在地/檢署/士檢/表示/完成/環境/清/消,udn,要聞
24,25,補習班/病毒/恐/傳播數/人/縣府/籲/家長/儘速/快篩,2022-04-12 16:26,/news/story/120940/6233694?from=udn-catebreaknews_ch2,確診/暴增/主要/傳播/鏈/餐廳/醫院/補習班/餐廳/有/親友/確診/醫院/染疫/補習班/染疫/補習班/來往/學生/有/人/返家/接觸/親友/恐達/人/縣府/呼籲/足跡/重疊/身體/不適/者/盡快/前往/快篩/縣長/蔚/表示/確診/有/案/採/PCR/陰性/醫院/不慎/誤植/陽性/指揮/中心/來不及/更改/有/數量/誤差/確診者/輕症/甚至/有/人/無症狀/請/大家/放心/衛生/局長/指出/餐廳/增加/親友/確診/小/補習班/有/確診/新增/學生/名/家長/確診/慈濟/醫院/部分/護理師/參加/婚宴/染疫/新增/同事/病患/病患/家人/確診/共/確診/再/加上/疫/調/人/縣市/人/共有/人/染疫/小/補習班/染疫/源頭/外籍/老師/疫/調/說謊/表示/去/餐廳/同行/友人/坦承/傳播/鏈/建立/說/針對/外籍師/隱匿/足跡部分/開罰/蔚/指出/於/補習班/來往/學生/有/人/接觸/家屬/人數/可能/多/達/人/縣府/門諾醫院/設快篩/站/一般/民眾/採/特別/針對/家長/孩童/快篩/檢驗/慈濟/醫院/擴大/採/採/有/陽性/反應/富/世國小/有/學生/確診/縣府/緊急/成立/快篩/站/富世/多功能/活動/中心/快篩/人/陰性/衛生/快篩/站/請/足跡/重疊者/鄉親/前往/快篩/教育處/代理處長/說/針對/小/補習班/匡列/篩檢/共/匡列/學生/採/人/有/人/陽性/工作/人員/匡列/人/採/人/有/人/陽性,udn,要聞
25,26,聽到/怪聲/查看/食/品廠/煮/珍珠/鍋爐/突/爆炸/男/噴飛/倒地/送醫/治,2022-04-12 16:12,/news/story/7320/6233655?from=udn-catebreaknews_ch2,食品工廠/傳出/鍋爐/造成/現場/男性/員工/噴飛/倒地/生命/徵/緊急/送醫/急救/宣告/治/據/了解/死者/歲/食品工廠/員工/到職/工作/努力/左右/看顧/烹飪/珍珠/鍋爐/突然/聽到/鍋爐/發出/異常聲/響/趕緊/趨/查看/檢查/料/鍋爐/發生/爆炸/爆炸/威力/大/人/噴/飛落地/當場/生命/徵/緊急/送醫/急救/人/遺憾/搶救/無效/宣告/治/相關/單位/介入/調查/釐清/意外/確切/原因,udn,社會
26,27,友人/也/染疫/產/發局員工/確診/衛生局/急匡列/人,2022-04-12 16:13,/news/story/120940/6233664?from=udn-catebreaknews_ch2,台/新增/本土病例/疫情/多/爆發/市政府/產發局/傳出/員工/確診/衛生/局說明/確診/員工/個案/友人/接觸/友人/也/確診/匡列/職場/人居家/隔離/公共/辦公場/清/消/完畢/衛生局/指出/確診/產/發局員工/個案/出現/發/熱情/有/輕微/發燒/頭痛/自行/使用家/用快篩/採/陽性/安排/醫院/PCR/篩檢/報告/結果/出爐/陽性/確診/衛生局/表示/員工/市府/最後/上班/日/有/友人/接觸/友人/也/採/陽性/確診/衛生局/表示/北市府/接獲/通知/啟動/職場疫/調/匡列/職場/接觸者/人居/隔/同樓層/區域/員工/全面/快篩/採/檢結/果/有/人/陰性/剩餘/採/有/建議/樓層/人員/跨/樓層/移動/另/市府大樓/公共場/及/辦公場/環境清/消,udn,要聞
27,28,提高/緊急/救護/成效/消防局/成立/教/官團組訓,2022-04-12 15:35,/news/story/7320/6233554?from=udn-catebreaknews_ch2,市/消防局/到/院/緊急/救護/工作/成功/救回/命危/OHCA/患者/讓/患者健康/走出/醫院/提升/到/院/緊急/救護/品質/成立/救護/品管/訓練團/搭配/大隊/中隊/分隊/進行/緊急/救護/品管/流程/測驗/大隊長/表示/轄區/人口/環境/複雜/假日/觀光/重/點地區/提升/整體/到/院/緊急/救護/處置能力/精進/同仁/救護/技術/消防局/緊急/救護科/要求/既定/工作/結合/東門/高級/救護隊/分隊/同仁/成立/救護/品管/訓練/教/官團/進行/大隊/轄/分隊/救護/品管/工作/輔助/分隊/同仁/做出/判斷/提升/救護/品質/整體/院/救護/技術能力/救護/裝備/局長/努力/市長/支持/不斷/提升/更趨/完善/再/持續/精進/救護/訓練/針對/分隊/人員/中隊長/以下/幹部/含分/小隊長/大隊/小組/人員/進行/車/意識/改變/救護/現場/流程/OHCA/救護/流程/訓練/更/利用/消防局/Q/身心/肺/復甦/Q/讓/同仁/瞭解/壓/深度/速率/吹氣量/透過/Q/機器/數值/清楚/掌握/消/防救/護/訓練/品質/訓練/成效/也/客觀/數值化/呈現/消防/人員/針對/轄/場所/學校/進行/CPR/宣導/也/帶給/民眾/正確/救護/技術/觀念/最後/呼籲/市民朋友/救護/資源/留給/真正/需要/人/輕症/請/自行/救醫/濫用/也/請/業者/落實/防火/管理/滅火班/通報班/救護班/等/編組/提升/應變能力/保障/身財/產/安全,udn,社會
28,29,學術/封建/讓/掠奪性/期刊/肆虐/台灣學/界/需要/怕/得罪人/勇氣,2022-04-12 16:15,/news/story/6656/6233670?from=udn-catebreaknews_ch2,NA,udn,要聞
29,30,增/縣市/約占/確診,2022-04-12 16:17,/news/story/120940/6233671?from=udn-catebreaknews_ch2,新增/縣市案例/占/人/市長/召開/疫情/記者/表示/縣市案例/約占/確診數/左右/最多/於/確診者/集中/北北基桃/生活/縣市/要/一起/努力/新增/足跡/相關/採/陽性/居/隔採/檢/陽性/居/隔陰/轉/共/計增/縣市/占/人/人/最多/表示/縣市/確診者/約占/確診數/左右/乎/爲/雙北/共同/生活區/確診者/也/多/集中/北北基桃/需要/縣市/一起/努力/教育局/補充/增/校/幼兒/園班級/停課/包括/新莊區/校/園/校/有停/班/課/學校/共有/校/園/公布/最新/停課/標準/教育局/說教/育部/找/縣市/研商/標準/後續/依/標準/辦理,udn,要聞
30,31,再/酒駕/出庭/坦承/犯行/辯護人/稱/累犯/盼/易科/罰金,2022-04-12 15:39,/news/story/7315/6233568?from=udn-catebreaknews_ch2,相聲瓦舍/創辦人/涉/公共/危險/罪嫌/起訴/地方/法院/開庭/當庭/認罪/認為/身為/公眾人物/受/大眾/非難/接受/認罪/協商/檢方/提出/刑度/盼/法官/輕量刑/易科/罰金/酒駕/酒駕/地方/法院/判/徒刑/易科/罰金/撞上/方/停等/紅燈計程車/警方/到場/進行/酒測/發現/宋酒/測值/高達/ｍｇ/Ｌ/警方/移送/地檢署/偵查/稱/叫/代駕/車/開出/停車場/欲/車輛/交給/代駕/打/手機/聯繫/手機/掉落/彎下/身子/撿/手機/注意/方/停等/紅燈/計程車/撞上/釀/檢方/依/公共/危險/罪嫌/起訴/新北地/院/開庭/審理/當庭/認罪/審判/長依/程序/進入/檢方/認罪/協商/檢方/指出/名人/做/社會/表率/過去/也/公開/場合/說/很高興/戒酒/破功/考量/社會/酒駕/反感/提出/有期/徒刑/刑度/接受/認為/刑/度過/重/案件/進入/簡式/審判/程序/辯護人/指出/始終/坦承/犯行/酒/駕車/媒體/報導/導致/工作/抵制/社會/非難/身為/名人/部分/受罰/請求/庭/考量/減輕/刑度/上次/有/紀錄/酒駕/算累犯/盼/一般/民眾身分/量刑/希望/獲/易科/罰金/審判/長/指出/以為/酒駕/累犯/司法/紀錄/上次/酒駕/相信/來/飲酒/再/犯酒駕/認為/身為/藝文界/名人/典範/有/這麼多/才華/浪費/庭/步出/法庭/大樓/接受/採訪/社會/大眾/鞠躬/道歉/表示/身為/公眾人物/做/不良/示範/真/真/不對/用/身/血淋淋/例子/再次/呼籲/大家/喝/酒/碰/方向盤/駕駛座/騎車/很重要/媒體/問到/講座/取消/等/影響/也/表示/社會/大眾/給/懲罰/犯/錯/得/接受/謝謝/大家/審判/長/諭知/宣判庭/本月,udn,社會
31,32,拿/水管/噴灑/鄰居/依/強暴/公然/侮辱/罪處刑,2022-04-12 16:09,/news/story/7321/6233647?from=udn-catebreaknews_ch2,劉姓婦人/鄰居/林婦/素來/睦/底劉婦/涉嫌/持/水管/朝/林婦/身/噴灑/林婦/憤/報警/案/經/地檢署/聲請/簡易/判決/劉婦/依/強暴/罪處刑/水管/噴灑/鄰居/吃/強暴/公然/侮辱/官司/案件/發生/左右/約/歲/劉婦/林婦/隔壁/鄰居關係/雙方/長期/細故/有嫌/隙/劉婦/看到/林婦/站/自家/住處門口/竟/持/水管/朝/林婦身/噴水/林婦氣/得/報警/警方/受理/依法/送辦/警訊/劉婦/坦承/諱/有/監視/器/錄影/截圖/照片/等/證據/地檢署/檢察官/認為/劉婦/特定/人/看得到/場所/持/水管/朝/林婦/身/噴水/方式/侮辱/林婦/貶損/社會/保持/人/格評價/聲譽地位/犯/刑法/強暴/公然/侮辱/罪嫌/依/刑事/訴訟/法/聲請/簡易/判決/處刑/公然/侮辱人/者/依/刑法/規定/處/拘役/以下罰金/強暴/手段/公然/侮辱人/者/依同條/規定/處/有期/徒刑/拘役/以下罰金/有/瓶/裝/頭/淋下/構成/強暴/侮辱罪/地檢署/表示/公然/侮辱罪/指/人/辱罵/嘲笑/侮蔑/方法/限制/用/文字/言詞/只/要/公然/方式/讓/人心理/難堪/不快/減損/聲譽/人格/社會/評價/觸犯/公然/侮辱罪/刑法/謂/強暴/指/身體/直接/間接/施/暴力/言/暴力/行使/貶損/人/格/社會/評價/屬/強暴/行為/劉婦/持/水管/噴灑/身體/屬於/身體施/有/形/力/舉動/人/表示/屑/輕蔑/負面/動作/貶損/人/格/社會/評價/涉/強暴/侮辱罪/高等/法院/分院/易字/也/有/類似/判決/法官/判決/書/指出/謂/強暴/身體/直接/間接/施/暴力/言/被告/持/水管/朝/原告/噴灑/自來水/致原/告頭髮/衣/濕/原告/極為狼狽/狀態/此舉/也/原告/精神/心理/感受/到/難堪/不快/當/屬/貶抑/人/格/名譽/社會/評價/尊嚴/侮辱/動作/朝/人/吐/口水/噴灑/自來水/疑/屬/身體/直接/施加/暴力/強暴/行為,udn,社會
32,33,地檢署/停車/場/尋/開/多槍/檢方/起訴/人,2022-04-12 15:38,/news/story/7315/6233564?from=udn-catebreaknews_ch2,歲/趙姓/男子/市/會/飲酒/葉姓/男子/發生/衝突/趙/砍傷/懷恨/心/找來/票/友人/共商/報復計畫/教唆/友人/擔任/槍手/地檢署/埋伏/趁/交保/走出/地檢署/西側/停車場/持/改造/手槍/朝/葉/轟/槍/逃逸/幸/造成人員/受傷/全案/地檢署/偵查/終結/依/殺人/未遂/槍砲/等/罪嫌/起訴/包含/趙/共/人/檢方/調查/會/飲酒/發生/口角/葉/持/菜刀/砍傷/右上臂/另案/偵辦/警方/拘提/到案/依/殺人/未遂/罪嫌/移送/受傷/亟思/報復/用/手機/傳送/敢/出來/吃/嘴流氓/一定/到/蜂窩/一樣/等/訊息/恐嚇/當/邀集/張姓/洪姓/林姓/呂姓/友人/往其/住處/共商/報復計畫/謀議/一同/到/地檢署/守候/葉/交保/其/開槍/射殺/隨/假借/親友/關心/打電話/地檢署/詢問/解送/情形/到/地檢署/大廳/看/新收/人犯/公告/電子看板/藉/掌握/葉/案件/諭知/結果/張/另/提供/友人/寄藏/改造/手槍/子彈/給/洪姓/林姓/男子/開車/協助/人/犯案/逃逸/開另輛車/載/其兄/警戒/監看/射殺/葉/過程/經/檢方/訊問/交保/其/友人/步行/地檢署/西側/民眾/停車場/洪姓/林姓/男子/見狀/開/槍/林/BMW/轎車/成蜂/窩/流/彈/波及/停放/保/總隊/公務車/地檢署/西側/管制/門框/也/打壞/幸葉/等/人/及時/閃避/受傷/見狀/票/友人/開車/逃亡/檢警/獲/成立/專案/小組/當/趙/洪/等/人/拘提/到案/查扣/槍/彈/法院/聲請/羈押/禁見/法院/訊/准押/洪/張/人/趙/交保/限制/住居/專案/小組/持續/調閱/分析/相關/大數據/資料/洞察/該案/共/犯結構/勾串/新事證/違背/法院/限制/住居/命令/再/持/搜索票/趙/其兄/拘提/到案/法院/聲請/羈押/除/經/法院/諭知/交/保/其餘/人/准/羈押/禁見/檢方/指出/經/許可/攜帶/槍/彈/前往/洽公/民眾/律師/匯/地檢署/西側/民眾/停車場/公然/持/行人/連續/開槍/不僅/目/紀/此舉/動/殺人/犯意/甚堅/行徑/冷血/流/彈/可能/波及/無辜/民眾/嚴重戕/害/社會/治安/損/司法/機關/執法/威/信/惡性/重大/嚴懲/偵查/翻供/進一步/勾/串共犯/虛耗/司法/資源/逸/脫/正當/權利/行使/範圍/犯/態度/不佳/審酌/該案/居於/核心/支配/角色/請求/法院/重/量刑/懲/法,udn,社會
33,34,警局/教官/教/防身/術/報名/免費/授課,2022-04-12 16:17,/news/story/7320/6233669?from=udn-catebreaknews_ch2,警局婦幼隊/增進/女性/自我/保護/意識/提升人/身/安全/應用能力/舉辦/女子/防身/營活動/警局/傳授/女性/防身/術/希望/透過/安全/觀念/傳達/模擬/險境/情境/演練/有效/遏止/犯罪/降低/女性/被害/案件/發生/截/天/有/人/報名/有/興趣/市民/婦幼隊/洽詢/報名/警局婦幼隊/表示/活動/舉辦/女子/防身/營/邀請/居住/歲/歲/女性/報名/課程/包括/防身/術/防身/術/應用/技巧/人體/要/害/危險/情境/模擬/等/課程/警局/專業/教官/傳授/原訂/舉辦/疫情/延期/活動/地點/安排/台中市局/禮堂/希望/透過/教官/專業/讓/民眾/有效/學習/現場/安排/活力/啦啦隊/舞蹈/表演/Q/版/警察/大頭娃娃/防身/營/展開/活動/序幕/活動/結束/頒發/學員/結訓/證書/市警局/專屬/造型/警報器/警報器/價值/近/婦幼隊/說/活動/有/人/報名/預定/名額/人/名額/有限/截止/報名/提醒/有/興趣/市民/提早/報名/洽詢/女子/防身/營/市民/不僅/學習/技能/更/有/視覺/聽覺/雙重/享受/實在/錯/過/值得/蒞臨/一起/同樂/活動/相關/資訊/請/婦幼隊/官網/臉書粉絲/專頁/歡迎/撥/婦幼警察/隊/電話/洽詢,udn,社會
34,35,驚傳/工安意外/歲/工人/20樓/鷹架/墜落/亡,2022-04-12 15:28,/news/story/7320/6233527?from=udn-catebreaknews_ch2,巷/工地/傳出/墜樓/意外/歲/陳姓/工人/疑似/樓/高/鷹架/失足/墜落/臟器/外露/明顯/死亡/消防隊/救護人員/查看/送醫/警方/現場/採證/通報/市政府/勞動/檢查處/派員/到場/調查,udn,社會
35,36,惡廚/邀/飲宴/伺機/猥褻/朋友妻/判/徒刑,2022-04-12 15:27,/news/story/7317/6233526?from=udn-catebreaknews_ch2,呂姓/男子/先前/邀請/朋友/到/家/聚餐/酒/酣耳/熟/際/伺機/女子/事後/強脫/女/褲子/女子/報警/處理/檢警/獲/送辦/士林地/院/審理/依/性騷擾/強制/等/罪/判/徒刑/得/易科/罰金/緩刑/法治/教育/課程/廚師/業/邀/數名/友人/到/住處/飲宴/過夜/包含/友人/當/聚會尾聲/女/廚房/洗/碗筷/趁/獨處/機/用/下體/觸碰/女子臀部/性騷擾/得逞/等到/分/趁/友/婦/入睡/潛入/房/猥褻/女/得逞/再次/邀約/朋友/到/家/聚餐/故技/重施/欲/強脫/女子/褲子/女子/實在/腳/踹飛/報警/呂/犯行/曝光/判決/指出/滿足/性慾/性騷擾/猥褻/女子/惡性/頗重/致/女子心靈/受創/事後/坦承/犯行/女子/和解/賠償/損失/性騷擾/部分/判/徒刑/強制/猥褻/罪/徒刑/得/易科/罰金/緩刑/受/法治/教育,udn,社會
